variant_id,is_main,equiv_main_variant_id,join_stop_id,disjoin_stop_id
645172,1,,,
645173,1,,,
645174,1,,,
645175,1,,,
645176,1,,,
645177,1,,,
645178,1,,,
645179,1,,,
645180,1,,,
645181,1,,,
645182,1,,,
645183,1,,,
645184,1,,,
645185,1,,,
645186,1,,,
645187,1,,,
645188,1,,,
645189,1,,,
645190,1,,,
645191,1,,,
645192,1,,,
645193,1,,,
645194,1,,,
645195,1,,,
645196,1,,,
645197,1,,,
645198,1,,,
645199,1,,,
645200,1,,,
645201,1,,,
645202,1,,,
645203,1,,,
645204,1,,,
645205,1,,,
645206,1,,,
645207,1,,,
645208,1,,,
645209,1,,,
645210,1,,,
645211,1,,,
645212,1,,,
645213,1,,,
645214,1,,,
645215,1,,,
645216,1,,,
645217,1,,,
645218,1,,,
645219,1,,,
645220,1,,,
645221,1,,,
645222,1,,,
645223,1,,,
645224,1,,,
645225,1,,,
645226,1,,,
645227,1,,,
645228,1,,,
645229,1,,,
645230,1,,,
645231,1,,,
645232,1,,,
645233,1,,,
645234,1,,,
645235,1,,,
645236,1,,,
645237,1,,,
645238,1,,,
645239,1,,,
645240,1,,,
645241,1,,,
645242,1,,,
645243,1,,,
645244,1,,,
645245,1,,,
645246,1,,,
645247,1,,,
645248,1,,,
645249,1,,,
645250,1,,,
645251,1,,,
645252,1,,,
645253,1,,,
645254,1,,,
645255,1,,,
645256,1,,,
645257,1,,,
645258,1,,,
645259,1,,,
645260,1,,,
645261,1,,,
645262,1,,,
645263,1,,,
645264,1,,,
645265,1,,,
645266,1,,,
645267,1,,,
645268,1,,,
645269,1,,,
645270,1,,,
645271,1,645271,,879
645272,1,,,
645273,1,,,
645274,1,,,
645275,1,,,
645276,1,,,
645277,1,,,
645278,1,,,
645279,1,,,
645280,1,,,
645281,1,,,
645282,0,,,
645283,0,,,
645284,0,,,
645285,0,,,
645287,0,,,
645288,0,,,
645289,0,,,
645290,0,,,
645291,0,,,
645292,0,,,
645293,0,,,
645295,0,,,
645296,0,,,
645297,0,,,
645298,0,,,
645299,0,,,
645300,0,,,
645301,0,,,
645302,0,,,
645303,0,,,
645304,0,,,
645305,0,,,
645306,0,,,
645308,0,,,
645309,0,,,
645310,0,,,
645311,0,,,
645312,0,,,
645313,0,,,
645315,0,,,
645316,0,,,
645317,0,645162,,644
645318,0,645163,1318,
645319,0,645162,648,
645320,0,645163,,651
645323,0,,,
645325,0,645164,1306,
645326,0,645164,1141,
645327,0,645165,125,
645329,0,645164,1306,
645330,0,645164,1306,
645331,0,645165,,1174
645332,0,645165,,1174
645333,0,645164,,2554
645334,0,,,
645335,0,,,
645336,0,,,
645337,0,,,
645338,0,,,
645339,0,,,
645340,0,,,
645341,0,,,
645345,0,,,
645347,0,,,
645348,0,,,
645349,0,645172,,240
645350,0,,,
645351,0,,,
645353,0,,,
645354,0,645173,,543
645355,0,,,
645357,0,645175,125,
645358,0,645174,208,
645359,0,645174,,2554
645360,0,645175,,210
645361,0,,,
645364,0,,,
645367,0,645177,,2953
645368,0,,,
645369,0,645176,,3002
645370,0,,,
645373,0,,,
645374,0,645179,,2953
645376,0,,,
645377,0,645179,,2953
645378,0,,,
645382,0,645181,667,
645383,0,,,
645384,0,,,
645385,0,,,
645386,0,,,
645387,0,,,
645388,0,645180,,3131
645389,0,,,
645391,0,645180,,668
645392,0,645180,,668
645393,0,645180,,668
645394,0,645180,,668
645395,0,645181,,642
645396,0,645181,667,
645398,0,645183,629,
645399,0,645182,2235,
645401,0,645182,,619
645402,0,645183,,635
645404,0,,,
645406,0,,,
645408,0,,,
645410,0,,,
645412,0,,,
645413,0,,,
645415,0,,,
645417,0,,,
645418,0,,,
645419,0,,,
645420,0,,,
645421,0,645184,,
645424,0,,,
645425,0,,,
645427,0,,,
645428,0,,,
645429,0,,,
645431,0,645191,638,
645432,0,,,
645433,0,645190,647,
645434,0,645191,,646
645435,0,645190,,647
645436,0,,,
645438,0,,,
645439,0,,,
645440,0,,,
645441,0,645193,3131,
645442,0,645192,1309,
645443,0,645192,,114
645444,0,645193,,1307
645445,0,645193,,1307
645446,0,,,
645447,0,,,
645448,0,645194,,668
645449,0,645194,670,
645450,0,645195,667,
645451,0,645195,,669
645452,0,,,
645453,0,,,
645454,0,,,
645456,0,,,
645457,0,645196,,2554
645458,0,,,
645462,0,645196,208,
645464,0,645197,,210
645465,0,,,
645466,0,645197,,543
645468,0,,,
645469,0,,,
645470,0,,,
645471,0,,,
645472,0,645196,,2554
645475,0,,,
645476,0,645198,,668
645477,0,645199,,669
645480,0,645198,670,
645483,0,645201,,646
645484,0,645200,,647
645485,0,645200,647,
645486,0,,,
645487,0,645201,638,
645489,0,,,
645490,0,,,
645491,0,645203,,646
645492,0,645202,,647
645493,0,,,
645495,0,645204,648,
645496,0,645205,1318,
645497,0,,,
645499,0,,,
645500,0,645205,,651
645505,0,645204,,644
645510,0,,,
645511,0,645206,324,
645512,0,645207,3512,
645513,0,,,
645514,0,645207,,323
645516,0,,,
645517,0,,,
645518,0,,,
645519,0,,,
645521,0,,,
645522,0,,,
645523,0,645209,,898
645524,0,,,
645525,0,645208,,3460
645526,0,645209,1248,
645527,0,,,
645528,0,,,
645529,0,,,
645530,0,,,
645531,0,,,
645532,0,,,
645534,0,,,
645535,0,645211,2815,
645536,0,645211,603,
645538,0,645211,,2828
645540,0,645210,,2816
645541,0,645210,711,
645543,0,645212,2885,
645544,0,,,
645545,0,,,
645546,0,645213,3805,
645547,0,645212,,
645548,0,,,
645549,0,,,
645551,0,,,
645552,0,645215,,
645554,0,645214,1318,
645555,0,645214,1318,
645556,0,645215,,
645557,0,,,
645560,0,,,
645561,0,,,
645563,0,,,
645564,0,645217,,2886
645565,0,,,
645566,0,,,
645567,0,645216,2885,
645568,0,645216,2885,
645571,0,645217,3797,
645572,0,645216,,
645573,0,,,
645574,0,,,
645575,0,,,
645576,0,,,
645577,0,,,
645578,0,645219,3805,
645579,0,645218,2885,
645580,0,,,
645582,0,,,
645583,0,,,
645584,0,645218,,
645585,0,,,
645588,0,,,
645589,0,645221,,
645590,0,,,
645591,0,,,
645592,0,645223,1306,
645593,0,645223,1306,
645595,0,645223,,2886
645598,0,645222,,1174
645599,0,,,
645600,0,,,
645601,0,645222,,1174
645602,0,645222,2885,
645605,0,,,
645606,0,,,
645607,0,645225,493,
645609,0,645224,209,
645610,0,645225,,1142
645612,0,645224,,978
645614,0,,,
645615,0,645226,,610
645616,0,645226,708,
645617,0,645227,603,
645618,0,645227,,707
645619,0,,,
645620,0,,,
645624,0,,,
645625,0,,,
645628,0,,,
645630,0,,,
645631,0,,,
645632,0,645232,,3460
645633,0,645233,,1012
645634,0,645233,,815
645635,0,645233,,1142
645636,0,645232,,
645637,0,645233,1248,
645638,0,645232,964,
645640,0,,,
645641,0,,,
645642,0,645235,209,
645643,0,645234,128,
645644,0,645234,,212
645645,0,645235,,127
645646,0,645235,,127
645647,0,,,
645648,0,,,
645649,0,,,
645650,0,,,
645651,0,,,
645652,0,,,
645653,0,645236,1318,
645654,0,,,
645656,0,,,
645657,0,,,
645658,0,,,
645659,0,,,
645660,0,,,
645661,0,,,
645662,0,,,
645663,0,645237,,644
645664,0,645237,,644
645665,0,645236,,651
645666,0,645236,1318,
645667,0,645237,648,
645669,0,,,
645670,0,,,
645671,0,,,
645672,0,645239,,
645673,0,645238,,2953
645675,0,645241,,874
645676,0,,,
645677,0,,,
645678,0,,,
645680,0,,,
645681,0,,,
645682,0,,,
645683,0,,,
645684,0,,,
645685,0,645241,,
645687,0,,,
645688,0,645243,,2886
645691,0,645244,,644
645692,0,645245,1318,
645693,0,645244,648,
645694,0,645245,,651
645695,0,,,
645699,0,645247,1819,
645700,0,645247,1819,
645701,0,645246,1248,
645702,0,645247,,611
645703,0,645246,,1012
645704,0,,,
645705,0,,,
645706,0,645249,,2886
645707,0,,,
645708,0,,,
645709,0,645248,,3572
645710,0,645248,2885,
645711,0,645249,3572,
645712,0,645251,3574,
645713,0,645250,2885,
645714,0,645250,,3574
645715,0,645251,,2886
645716,0,,,
645717,0,645252,,624
645719,0,,,
645721,0,,,
645722,0,,,
645723,0,,,
645724,0,,,
645725,0,,,
645727,0,,,
645728,0,,,
645729,0,645253,625,
645730,0,645253,625,
645731,0,645252,779,
645732,0,645252,779,
645733,0,645253,,780
645734,0,645253,,780
645738,0,,,
645739,0,,,
645740,0,,,
645741,0,645254,,1030
645742,0,645254,,1030
645744,0,,,
645745,0,,,
645747,0,645254,,284
645748,0,645255,,2973
645749,0,645255,,2973
645750,0,645255,,2973
645753,0,645257,,2854
645754,0,,,
645755,0,,,
645758,0,645257,,127
645759,0,,,
645761,0,645256,242,
645762,0,645256,242,
645763,0,645256,128,
645764,0,645256,128,
645765,0,645257,,127
645766,0,,,
645767,0,,,
645768,0,,,
645769,0,,,
645770,0,645259,,1267
645771,0,645259,,3124
645772,0,645261,208,
645773,0,,,
645774,0,645260,125,
645775,0,645261,,2554
645776,0,,,
645777,0,,,
645778,0,,,
645779,0,645262,708,
645781,0,645262,708,
645782,0,645262,708,
645783,0,645263,,707
645785,0,645262,,610
645786,0,645263,603,
645787,0,,,
645788,0,,,
645789,0,,,
645790,0,,,
645791,0,645265,,651
645792,0,645265,,651
645793,0,645264,648,
645794,0,,,
645795,0,645265,1318,
645796,0,645264,,644
645797,0,645264,,644
645798,0,645267,,1160
645799,0,645267,2783,
645800,0,645266,665,
645801,0,,,
645802,0,,,
645803,0,645269,,2854
645805,0,645268,242,
645806,0,645268,125,
645807,0,,,
645810,0,,,
645811,0,,,
645812,0,645271,879,
645813,0,,,
645815,0,645273,43,
645816,0,645272,248,
645817,0,645273,,40
645818,0,645272,,
645819,0,,,
645820,0,645275,642,
645822,0,645274,3123,
645824,0,645274,,637
645825,0,645277,,707
645826,0,645276,708,
645827,0,645277,603,
645828,0,645276,,610
645829,0,645279,,2854
645830,0,645279,,127
645831,0,645278,242,
645832,0,645278,128,
645833,0,645281,,1782
645834,1,,,
645835,1,,,
645836,1,,,
645837,1,,,
645838,1,,,
645839,1,,,
645840,1,,,
645841,1,,,
645842,1,,,
645843,1,,,
645844,1,,,
645845,1,,,
645846,1,,,
645847,1,,,
645848,1,,,
645849,1,,,
645850,1,,,
645851,1,,,
645852,1,,,
645853,1,,,
645854,1,,,
645855,1,,,
645856,1,,,
645857,1,,,
645858,1,,,
645859,1,,,
645860,1,,,
645861,1,,,
645862,1,,,
645863,1,,,
645864,1,,,
645865,1,,,
645866,1,,,
645867,1,,,
645868,1,,,
645869,1,,,
645870,1,,,
645871,1,,,
645872,1,,,
645873,1,,,
645874,1,,,
645875,1,,,
645876,1,,,
645877,1,,,
645878,1,,,
645879,1,,,
645880,1,,,
645881,1,,,
645882,1,,,
645883,1,,,
645884,1,,,
645885,1,,,
645886,1,,,
645887,1,,,
645888,1,,,
645889,1,,,
645891,1,,,
645892,1,,,
645894,1,,,
645895,1,,,
645896,1,,,
645897,1,,,
645898,1,,,
645899,1,,,
645900,1,,,
645901,1,,,
645902,1,,,
645903,1,,,
645904,1,,,
645905,1,,,
645906,1,,,
645907,1,,,
645908,1,,,
645909,1,,,
645910,1,,,
645911,1,,,
645912,1,,,
645913,1,,,
645914,1,,,
645915,1,,,
645916,1,,,
645917,1,,,
645918,1,,,
645919,1,,,
645920,1,,,
645921,1,,,
645922,1,,,
645923,1,,,
645924,1,,,
645925,1,,,
645926,1,,,
645927,1,,,
645928,1,,,
645929,1,,,
645930,1,,,
645931,1,,,
645932,1,,,
645933,1,,,
645934,1,,,
645935,1,,,
645936,1,,,
645937,1,,,
645938,1,,,
645939,1,,,
645940,1,,,
645941,1,,,
645942,1,,,
645943,1,,,
645944,1,,,
645945,1,,,
645946,1,,,
645947,1,,,
645948,1,,,
645949,1,,,
645950,1,,,
645951,1,,,
645952,1,,,
645953,1,,,
645954,1,,,
645955,1,,,
645956,1,,,
645957,1,,,
645958,1,,,
645959,1,,,
645960,1,,,
645961,1,,,
645963,0,,,
645965,0,,,
645968,0,,,
645969,0,,,
645970,0,,,
645971,0,,,
645972,0,,,
645973,0,,,
645974,0,,,
645976,0,,,
645977,0,,,
645983,0,,,
645984,0,,,
645985,0,,,
645987,0,,,
645988,0,,,
645989,0,,,
645990,0,,,
645991,0,,,
645993,0,,,
645994,0,,,
645995,0,,,
645996,0,,,
645997,0,645162,,644
645998,0,645163,1318,
645999,0,645162,648,
646000,0,645163,,651
646002,0,,,
646003,0,,,
646005,0,645164,1306,
646006,0,645164,1141,
646007,0,645165,125,
646010,0,645164,1306,
646011,0,645165,,1174
646012,0,645165,,1174
646013,0,645164,,2554
646017,0,,,
646018,0,,,
646020,0,,,
646024,0,,,
646027,0,,,
646028,0,,,
646029,0,645172,,240
646030,0,,,
646031,0,,,
646033,0,,,
646034,0,645173,,543
646036,0,,,
646037,0,645175,125,
646038,0,645174,208,
646039,0,645174,,2554
646040,0,645175,,210
646041,0,,,
646042,0,,,
646044,0,,,
646047,0,645177,,2953
646048,0,,,
646049,0,645176,,3002
646050,0,,,
646053,0,,,
646054,0,645179,,2953
646056,0,,,
646057,0,645179,,2953
646058,0,,,
646062,0,645181,667,
646063,0,,,
646064,0,,,
646065,0,,,
646066,0,,,
646067,0,,,
646068,0,645180,,3131
646069,0,,,
646070,0,645181,,
646071,0,645180,,668
646072,0,645180,,668
646073,0,645180,,668
646074,0,645180,,668
646075,0,645181,,642
646076,0,645181,667,
646078,0,645183,629,
646079,0,645182,2235,
646080,0,,,
646081,0,645182,,619
646082,0,645183,,635
646083,0,,,
646085,0,,,
646086,0,,,
646087,0,,,
646088,0,,,
646090,0,,,
646092,0,,,
646093,0,,,
646095,0,,,
646097,0,,,
646098,0,,,
646100,0,,,
646101,0,645184,,
646102,0,,,
646103,0,,,
646105,0,,,
646106,0,,,
646107,0,,,
646110,0,,,
646111,0,645191,638,
646112,0,,,
646113,0,645190,647,
646115,0,645190,,647
646117,0,,,
646118,0,,,
646119,0,,,
646120,0,,,
646121,0,645193,3131,
646122,0,645192,1309,
646123,0,645192,,114
646126,0,,,
646127,0,,,
646128,0,645194,,668
646130,0,645195,667,
646132,0,,,
646133,0,,,
646134,0,,,
646136,0,,,
646137,0,645196,,2554
646138,0,,,
646142,0,645196,208,
646144,0,645197,,210
646145,0,,,
646146,0,645197,,543
646148,0,,,
646149,0,,,
646150,0,,,
646151,0,,,
646152,0,645196,,2554
646156,0,645198,,668
646157,0,645199,,669
646158,0,,,
646159,0,645199,667,
646160,0,645198,670,
646162,0,,,
646163,0,645201,,646
646164,0,645200,,647
646165,0,645200,647,
646166,0,,,
646167,0,645201,638,
646168,0,,,
646170,0,,,
646171,0,645203,,646
646172,0,645202,,647
646173,0,,,
646174,0,,,
646175,0,645204,648,
646177,0,,,
646180,0,645205,,651
646181,0,,,
646187,0,,,
646189,0,,,
646192,0,645207,3512,
646194,0,645207,,323
646196,0,,,
646197,0,,,
646198,0,,,
646199,0,,,
646201,0,,,
646202,0,,,
646203,0,645209,,898
