variant_id,is_main,equiv_main_variant_id,join_stop_id,disjoin_stop_id
646204,0,,,
646205,0,645208,,3460
646206,0,645209,1248,
646207,0,,,
646208,0,,,
646211,0,,,
646212,0,,,
646214,0,,,
646215,0,645211,2815,
646216,0,645211,603,
646218,0,645211,,2828
646221,0,645210,711,
646222,0,,,
646224,0,,,
646228,0,,,
646229,0,,,
646231,0,,,
646232,0,645215,,
646234,0,645214,1318,
646235,0,645214,1318,
646236,0,645215,,
646237,0,,,
646238,0,,,
646239,0,,,
646240,0,,,
646241,0,,,
646242,0,,,
646243,0,,,
646246,0,,,
646247,0,645216,2885,
646249,0,645216,2885,
646250,0,645216,2885,
646251,0,645217,3797,
646252,0,645216,,
646253,0,,,
646254,0,,,
646258,0,645219,3805,
646259,0,645218,2885,
646261,0,,,
646263,0,,,
646264,0,645218,,
646265,0,,,
646266,0,,,
646267,0,,,
646268,0,,,
646269,0,645221,,
646270,0,,,
646271,0,,,
646272,0,645223,1306,
646273,0,645223,1306,
646274,0,,,
646275,0,645223,,2886
646276,0,,,
646277,0,,,
646278,0,645222,,1174
646279,0,,,
646280,0,,,
646282,0,645222,2885,
646283,0,645222,2885,
646285,0,,,
646286,0,,,
646287,0,645225,493,
646288,0,,,
646289,0,645224,209,
646290,0,645225,,1142
646291,0,,,
646292,0,645224,,978
646293,0,,,
646294,0,,,
646295,0,645226,,610
646296,0,645226,708,
646297,0,645227,603,
646298,0,645227,,707
646299,0,,,
646300,0,,,
646301,0,,,
646311,0,,,
646314,0,645235,209,
646315,0,645234,128,
646316,0,645234,,212
646317,0,645235,,127
646319,0,,,
646320,0,,,
646321,0,,,
646322,0,,,
646335,0,645237,,644
646336,0,645237,,644
646337,0,645236,,651
646339,0,645237,648,
646340,0,,,
646341,0,,,
646342,0,,,
646343,0,,,
646344,0,645239,,
646345,0,645238,,2953
646346,0,,,
646347,0,645241,,874
646348,0,,,
646350,0,,,
646357,0,645241,,
646358,0,,,
646359,0,,,
646360,0,645243,,2886
646361,0,,,
646362,0,,,
646363,0,645244,,644
646364,0,645245,1318,
646365,0,645244,648,
646366,0,645245,,651
646367,0,,,
646371,0,645247,1819,
646372,0,645247,1819,
646373,0,645246,1248,
646374,0,645247,,611
646376,0,,,
646377,0,,,
646378,0,645249,,2886
646381,0,645248,,3572
646382,0,645248,2885,
646383,0,645249,3572,
646389,0,645252,,624
646390,0,,,
646392,0,,,
646400,0,,,
646401,0,645253,625,
646402,0,645253,625,
646403,0,645252,779,
646405,0,645253,,780
646410,0,,,
646411,0,,,
646412,0,,,
646413,0,645254,,1030
646414,0,645254,,1030
646415,0,645254,,1030
646416,0,,,
646417,0,,,
646419,0,645254,,284
646420,0,645255,,2973
646421,0,645255,,2973
646422,0,645255,,2973
646423,0,,,
646424,0,,,
646425,0,645257,,2854
646426,0,,,
646427,0,,,
646429,0,,,
646431,0,,,
646432,0,,,
646433,0,645256,242,
646434,0,645256,242,
646435,0,645256,128,
646436,0,645256,128,
646438,0,,,
646439,0,,,
646440,0,,,
646441,0,,,
646442,0,645259,,1267
646443,0,645259,,3124
646446,0,645260,125,
646447,0,645261,,2554
646449,0,,,
646450,0,,,
646451,0,645262,708,
646452,0,,,
646455,0,645263,,707
646458,0,645263,603,
646459,0,,,
646461,0,,,
646463,0,645265,,651
646465,0,645264,648,
646467,0,645265,1318,
646468,0,645264,,644
646469,0,645264,,644
646474,0,,,
646475,0,645269,,2854
646476,0,,,
646477,0,645268,242,
646486,0,645275,642,
646487,0,,,
646488,0,645274,3123,
646490,0,645274,,637
646491,0,645279,,2854
646492,0,645279,,127
646493,0,645278,242,
646494,0,645278,128,
646495,0,645281,,1782
